link,num_link,obtention_date,province
http://idealista.com/venta-viviendas/el-ejido/san-agustin/,9,2019-03-28,almeria
http://idealista.com/venta-viviendas/el-ejido/matagorda/,29,2019-03-28,almeria
http://idealista.com/venta-viviendas/el-ejido/las-norias/,134,2019-03-28,almeria
http://idealista.com/venta-viviendas/el-ejido/guardias-viejas/,20,2019-03-28,almeria
http://idealista.com/venta-viviendas/el-ejido/el-ejido/,1588,2019-03-28,almeria
http://idealista.com/venta-viviendas/el-ejido/balerma/,159,2019-03-28,almeria
http://idealista.com/venta-viviendas/el-ejido/almerimar/,642,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/los-velez/,306,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/campo-de-tabernas/,137,2019-03-28,almeria
http://idealista.com/venta-viviendas/vera-almeria/,1359,2019-03-28,almeria
http://idealista.com/venta-viviendas/mojacar-almeria/,517,2019-03-28,almeria
http://idealista.com/venta-viviendas/garrucha-almeria/,404,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/levante/area-de-turre-bedar/,388,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/bajo-almanzora/,1160,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/alpujarras/,599,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/villablanca-torrecardenas/,118,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/zapillo/,166,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/vega-de-aca-nueva-almeria-cortijo-grande/,190,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/retamar/,178,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/plaza-de-toros/,114,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/nueva-andalucia-regiones/,214,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/los-angeles-cruz-de-caravaca-piedras-redondas/,266,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/la-chanca-pescaderia/,41,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/la-canada-costacabana-loma-cabrera/,230,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/esperanza-quemadero/,82,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/el-toyo/,130,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/el-alquian-san-miguel/,88,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/ciudad-jardin-tagarete/,183,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/centro-rambla/,242,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/centro/,358,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/castell-del-rey/,17,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/barrio-san-luis-los-molinos/,335,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/altamira-oliveros-barrio-alto/,342,2019-03-28,almeria
http://idealista.com/venta-viviendas/les-escaldes-andorra/,452,2019-03-28,andorra
http://idealista.com/venta-viviendas/encamp-andorra/,555,2019-03-28,andorra
