ad_description,ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,condition,construct_date,energetic_certif,floor,garage,garden,ground_size,heating,house_id,house_type,house_type2,kitchen,lift,loc_city,loc_district,loc_full,loc_neigh,loc_street,loc_zone,m2_real,m2_useful,obtention_date,orientation,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,unfurnished
"Amplia vivienda con grandes posibilidades en venta en TXURDINAGA, , Distribuida en 4 habitaciones, salón comedor, cocina equipada y amueblada, 2 baños y 2 terrazas., , Calefacción y agua caliente individual a gas natural., , Edificio de hormigón con dos ascensores.  , , Vistas espectaculares y gran luminosidad debido a su altura., , Completamente exterior., ,Para más información consulta en nuestra página web:  .",Anuncio actualizado el 12 de marzo,0,0,2,0,0,segunda mano/buen estado,1975,en trámite,planta 11ª exterior,,0,,,84631279,Piso,,,1,Bilbao,Distrito Otxarkoaga - Txurdinaga," Avenida Julian Gaiarre Etorbidea , Distrito Otxarkoaga - Txurdinaga , Bilbao , Gran Bilbao, Vizcaya ",Avenida Julian Gaiarre Etorbidea,,"Gran Bilbao, Vizcaya",110,100,2019-03-25,,175000,1,4,0,0,1,
"INMOBILIARIA UGALDE VENDE Piso señorial exterior en Ercilla peatonal, en edificio de hormigón con ascensor y altura intermedia, son 190m útiles de piso con 2 puertas de entrada, tiene un gran recibidor de 20m, salón de 47m con bonitos ventanales y balcón 4 dormitorios dos de ellos con baño, 3 baños, y cocina grande equipada, con puerta de servicio que da acceso al ascensor. , despensa grande. techos altos y molduras anchas y originales. Patio, tejado y fachada reformada. Dispone de calefacción central y agua caliente eléctrica. Con una excelente ubicación en el centro de Bilbao, dispone de garaje en el edificio sota.",Anuncio actualizado el 23 de enero,0,0,3,1,0,segunda mano/buen estado,,en trámite,planta 3ª exterior,,0,,,32183719,Piso,,,1,Bilbao,Distrito Indautxu," Calle ercilla , Barrio Campuzano , Distrito Indautxu , Bilbao , Gran Bilbao, Vizcaya ",Barrio Campuzano,Calle ercilla,"Gran Bilbao, Vizcaya",230,190,2019-03-25,este,680000,0,4,0,0,0,
"INMOBILIARIA UGALDE VENDE piso todo exterior alto y luminoso, en plaza alto somosierra, en el barrio de Irala.,edificio de hormigón sin ascensor. El piso se distribuye en hall, sala con balcón, tres dormitorios, cocina con galería cerrada, cocina y baño con bañera, también dispone de una despensa de buen tamaño en el pasillo. El piso está para reformar. Es un barrio tranquilo, y en concreto esta zona donde esta el piso tiene una plaza donde pueden jugar los niños sin ningún peligro. tiene cerca comercios y un eroski, bien comunicado con autobuses y a pocos minutos andando de zabalburu.",Anuncio actualizado el 8 de noviembre,0,0,1,1,0,segunda mano/para reformar,,en trámite,planta 5ª exterior,,0,,,36402639,Piso,,,0,Bilbao,Distrito Rekalde," Plaza Somosierra Alto , Barrio Irala , Distrito Rekalde , Bilbao , Gran Bilbao, Vizcaya ",Barrio Irala,Plaza Somosierra Alto,"Gran Bilbao, Vizcaya",90,75,2019-03-25,,104000,0,3,0,0,1,
"INMOBILIARIA UGALDE vende bonito piso exterior DE 78 M2 construidos o65 m2 útiles, en la zona de Irala. El piso esta para entrar a vivir y se distribuye en _: entrada con gabanero, salón comedor de 20 m2 dos dormitorios cocina grande con zona de comedor, cuarto de baño con bañera y trastero grande.,ventanas de pvc color madera climalit, suelo de tarima de elondo, piso alto con mucha luz. La calefacción de acumuladores eléctricos.,no dispone de ascensor. El barrio dispone de todos los comercios necesarios, colegios y esta bien comunicado.",Anuncio actualizado el 21 de mayo,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 3ª exterior,,0,,,36425716,Piso,,,0,Bilbao,Distrito Rekalde," Calle Monasterio , Barrio Irala , Distrito Rekalde , Bilbao , Gran Bilbao, Vizcaya ",Barrio Irala,Calle Monasterio,"Gran Bilbao, Vizcaya",78,65,2019-03-25,,150000,0,2,1,0,0,
"INMOBILIARIA UGALDE VENDE bonito piso exterior, en amézola, calle ugalde, son 78 m2 construidos 65 m2 útiles. tiene una bonita fachada, cuenta con 2 ascensores cota cero. El piso consta de entrada, poco pasillo salón comedor con mucho ventanal, cocina equipada, dos dormitorios los dos con armarios empotrados y el principal con baño integrado. Dos cuartos de baño uno con bañera y otro con ducha. El piso tiene pocos años de construcción. mercado y otros comercios cerca, zona de ocio, a dos minutos del parque de amézola. las ventanas de madera con persianas eléctricas en la habitación principal. calefacción de gas natural.",Anuncio actualizado el 7 de febrero,0,0,2,1,0,segunda mano/buen estado,,en trámite,planta 1ª exterior,,0,,,36460386,Piso,,,1,Bilbao,Distrito Rekalde," Calle Ugalde , Barrio Irala , Distrito Rekalde , Bilbao , Gran Bilbao, Vizcaya ",Barrio Irala,Calle Ugalde,"Gran Bilbao, Vizcaya",78,65,2019-03-25,,215000,0,2,0,0,0,
"INMOBILIARIA UGALDE VENDE piso exterior en calle Urizar, en el barrio de Irala, 99 m2 construidos o 90 m2 útiles, en edificio de hormigón con ascensor. tiene pasada la ITE y el portal, la fachada y tejado están reformados. El piso se distribuye en entrada, salón, 4 dormitorios cocina equipada y baño con bañera. de la cocina se accede a una terraza galería, no tiene calefacción pero si la toma de gas en la ventana. Piso para entrar a vivir, en el suelo tiene moqueta, la puertas de madera cambiadas y ventanas de aluminio. muy cerca de zabálburu, próximo a colegio y zona de ocio, así como diferentes comercios.",Anuncio actualizado el 28 de enero,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 1ª exterior,,0,,,37421049,Piso,,,1,Bilbao,Distrito Rekalde," Calle Urizar , Barrio Irala , Distrito Rekalde , Bilbao , Gran Bilbao, Vizcaya ",Barrio Irala,Calle Urizar,"Gran Bilbao, Vizcaya",99,90,2019-03-25,,176000,0,4,0,0,0,
"INMOBILIARIA UGALDE VENDE bonito piso, muy luminosos y exterior con balcón, en edificio de hormigón, alto con ascensor. Tiene la ITE pasada. El piso se distribuye en hall distribuidor, pasillo en L, salón comedor muy grande con salida a balcón, dos dormitorios, en origen 3, cocina equipada un cuarto de baño con ducha, y parcela de garaje no incluido en precio opcional por 20.000 euros. Dispone de calefacción central, ventanas de aluminio, vistas a Juan de garay. Tarima en buen estado. Buena entrada y salida a Bilbao. El piso esta para entrar a vivir, con una actualización.",Anuncio actualizado el 19 de febrero,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 7ª exterior,plaza de garaje por 20.000 eur adicionales,0,,,38543768,Piso,,,1,Bilbao,Distrito Ibaiondo," Calle Juan de Garay , Barrio Zabala , Distrito Ibaiondo , Bilbao , Gran Bilbao, Vizcaya ",Barrio Zabala,Calle Juan de Garay,"Gran Bilbao, Vizcaya",78,72,2019-03-25,,165000,0,2,0,0,1,
"Esplendido piso en venta junto al muelle de Las Arenas. 155 m2 con dos puertas de entrada. 4 habitaciones, 4 baños, salón-comedor con terraza, cocina equipada. 2 parcelas de garaje y trastero. ( El PVP indicado no incluye impuestos ni gastos de Escritura ).",Anuncio actualizado el 15 de febrero,0,1,4,1,0,segunda mano/buen estado,1979,en trámite,planta 2ª exterior,plaza de garaje incluida en el precio,0,,,38650227,Piso,,,1,Getxo,Distrito Las Arenas," Calle Urkijo , Barrio Muelle de las Arenas , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Muelle de las Arenas,Calle Urkijo,"Gran Bilbao, Vizcaya",160,131,2019-03-25,oeste,550000,0,4,1,0,1,
"Inmobiliaria ugalde, vende piso exterior de 70 m2 útiles u 80 construidos, en zona Irala, en la calle Juan de Garay, en un edificio de hormigón, de buena altura con ascensor. El piso se distribuye en: hall, salón comedor con dos ventanas, dos dormitorios a patio, cocina equipada, un baño completo con bañera y ventana y una pequeña despensa. las ventanas son de pvc oscilo, las puertas de madera y el suelo madera. gastos de comunidad 60€. En origen el piso era sala y tres dormitorios.",Anuncio actualizado el 18 de septiembre,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 3ª exterior,,0,,,38653701,Piso,,,1,Bilbao,Distrito Ibaiondo," Calle Juan de Garay , Barrio Zabala , Distrito Ibaiondo , Bilbao , Gran Bilbao, Vizcaya ",Barrio Zabala,Calle Juan de Garay,"Gran Bilbao, Vizcaya",77,70,2019-03-25,,233200,0,2,0,0,0,
"Venta de adosado en urbanización de Sarriena. 210 m2 distribuidos en 3 plantas. 6 habitaciones con armarios empotrados, 3 baños, 1 aseo, amplio salón con salida a terraza de 10 m2 y jardín privado de 48 m2. Garaje para 2 coches. Zonas ajardinadas y piscina comunitaria. ( El PVP indicado no incluye impuestos ni gastos de Escritura ).",Anuncio actualizado el 23 de enero,0,0,4,1,0,segunda mano/buen estado,1977,en trámite,,plaza de garaje incluida en el precio,1,,,39008584, Chalet adosado,chalet adosado,,,Leioa,Distrito Aldekoena-Artatzagana-Sarriena," Sarriena Auzoa , Distrito Aldekoena-Artatzagana-Sarriena , Leioa , Gran Bilbao, Vizcaya ",Sarriena Auzoa,,"Gran Bilbao, Vizcaya",210,148,2019-03-25,"norte, oeste",475000,0,6,1,1,1,
"Piso en venta de reciente construcción en Lekueder, Artaza.,110 m2. distribuidos en 3 habitaciones con armarios empotrados, 2 baños (1 en habitación principal), salón-comedor, cocina equipada con salida a terraza tendedero.,Ascensor, garaje y trastero. ( El PVP indicado no incluye impuestos ni gastos de Escritura ).",Anuncio actualizado el 23 de febrero,0,0,2,0,0,segunda mano/buen estado,2006,en trámite,planta 1ª exterior,plaza de garaje incluida en el precio,0,,,38871760,Piso,,,1,Leioa,Distrito Artatza-Pinueta-Pinosolo," Lekueder , Distrito Artatza-Pinueta-Pinosolo , Leioa , Gran Bilbao, Vizcaya ",Lekueder,,"Gran Bilbao, Vizcaya",109,89,2019-03-25,sur,365000,0,3,1,0,1,
"Precioso ático en venta en urbanización privada de Artaza. 145 m2 distribuidos en 4 habitaciones con armarios empotrados, 2 baños (uno en habitación principal), salón con acceso a una de las terrazas, zona de despacho, cocina equipada, tendedero. Totalmente exterior. Luz y vistas. Ascensor con acceso directo a 2 parcelas de garaje. Trastero ( El PVP indicado no incluye impuestos ni gastos de Escritura ).",Anuncio actualizado el 23 de febrero,0,0,2,0,0,segunda mano/buen estado,1994,en trámite,planta 3ª exterior,plaza de garaje incluida en el precio,1,,,39505787,Ático,,,1,Leioa,Distrito Artatza-Pinueta-Pinosolo," Landabarri Bidea , Distrito Artatza-Pinueta-Pinosolo , Leioa , Gran Bilbao, Vizcaya ",Landabarri Bidea,,"Gran Bilbao, Vizcaya",145,118,2019-03-25,"norte, sur",530000,0,4,1,0,1,
"Piso en venta en Las Arenas. Urbanización privada en zona Santa Ana. 143 m2. 5 habitaciones, 2 baños, amplio salón comedor con terraza. Cocina con tendedero. Garaje y trastero. ( El PVP indicado no incluye impuestos ni gastos de Escritura ).",Anuncio actualizado el 24 de enero,0,0,2,0,0,segunda mano/buen estado,1969,en trámite,planta 3ª exterior,plaza de garaje incluida en el precio,1,,,39509167,Piso,,,1,Getxo,Distrito Las Arenas," Calle Venancio Etxebarria , Barrio Santa Ana , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Santa Ana,Calle Venancio Etxebarria,"Gran Bilbao, Vizcaya",143,131,2019-03-25,"norte, sur, este, oeste",518000,0,5,1,0,1,
"INMOBILIARIA UGALDE VENDE bonito y señorial piso exterior de 115 m2 construidos o 100 m2 útiles, en edificio de hormigón, ascensor cota cero con muy buena altura, en calle Autonomía, que se distribuye en entrada amplia con gran gabanero, amplio salón comedor de 35 m2, dos dormitorios mas uno de servicio con amplio altillo, el principal con armario empotrado, un baño con ducha de hidromasaje, un aseo, ambos con ventana y cocina dividida por u mostrador, en dos ambientes con una salita. Dispone de calefacción y agua caliente central. Suelos de madera y puertas de madera. REF INTERNA: 75.",Anuncio actualizado el 25 de octubre,0,0,2,1,0,segunda mano/buen estado,,en trámite,planta 4ª exterior,,0,,,39538684,Piso,,,1,Bilbao,Distrito Rekalde," AUTONOMIA , Barrio Ametzola , Distrito Rekalde , Bilbao , Gran Bilbao, Vizcaya ",Barrio Ametzola,AUTONOMIA,"Gran Bilbao, Vizcaya",115,100,2019-03-25,,350000,0,3,0,0,0,
"Espléndido piso en venta en Algorta. Urbanización privada en zona Bidezabal. 150 m2. distribuidos en 4 habitaciones con armarios empotrados, 3 baños (uno en habitación principal), amplio salón con terraza, cocina con zona office y tendedero. Totalmente exterior. Muy luminoso y con vistas despejadas. Parcela de garaje y trastero incluido en el precio. ( El PVP indicado no incluye impuestos ni gastos de Escritura ).",Anuncio actualizado el 23 de febrero,0,0,3,1,0,segunda mano/buen estado,1978,en trámite,planta 4ª exterior,plaza de garaje incluida en el precio,0,,calefacción individual: gas natural,39577363,Piso,,,1,Getxo,Distrito Sta. María de Getxo," Calle Bidezabal , Distrito Sta. María de Getxo , Getxo , Gran Bilbao, Vizcaya ",Calle Bidezabal,,"Gran Bilbao, Vizcaya",154,136,2019-03-25,"este, oeste",530000,0,4,1,0,1,
"Bonito piso en venta en zona Ikea (Leioa). Completamente exterior y con ascensor. Unos 85 m2. distribuidos en 3 habitaciones amplias con armarios empotrados, un baño completo, salón comedor, cocina equipada y 2 terrazas. Buena distribución, en buen estado. ( El PVP indicado no incluye impuestos ni gastos de Escritura ).",Anuncio actualizado el 17 de febrero,0,1,1,0,0,,1975,en trámite,planta 2ª exterior,,0,,,38735370,Piso,,,1,Leioa,Distrito Centro Urbano-Hirigunea," Calle Ikea , Distrito Centro Urbano-Hirigunea , Leioa , Gran Bilbao, Vizcaya ",Calle Ikea,,"Gran Bilbao, Vizcaya",85,74,2019-03-25,"norte, este",190000,0,3,0,0,1,
"Algorta, piso en venta totalmente exterior, en zona Sarrikobaso, cercano a la parada de metro. 75 m2 distribuidos en 3 habitaciones, baño, salón, cocina equipada y trastero. En buen estado y muy luminoso ( El PVP indicado no incluye impuestos ni gastos de Escritura ).",Anuncio actualizado el 17 de febrero,0,1,1,0,0,,1965,en trámite,planta 3ª,,0,,,38650222,Piso,,,0,Getxo,Distrito Algorta," Calle Kasune , Barrio Sarrikobaso , Distrito Algorta , Getxo , Gran Bilbao, Vizcaya ",Barrio Sarrikobaso,Calle Kasune,"Gran Bilbao, Vizcaya",75,63,2019-03-25,,245000,0,3,1,0,0,
"Piso en venta en Artaza-Negurigane. 131 m2, 3 habitaciones, 2 baños (1 en habitación principal), salón comedor con terraza de 35 m2 aprox. , Garaje amplio y trastero. Todo exterior. ( El PVP indicado no incluye impuestos ni gastos de Escritura ).",Anuncio actualizado el 8 de enero,0,0,2,0,0,segunda mano/buen estado,1980,en trámite,planta 1ª exterior,plaza de garaje incluida en el precio,1,,,39707986,Piso,,,1,Leioa,Distrito Negurigane-Peruri," Calle Negurigane , Distrito Negurigane-Peruri , Leioa , Gran Bilbao, Vizcaya ",Calle Negurigane,,"Gran Bilbao, Vizcaya",131,114,2019-03-25,"sur, oeste",375000,0,3,1,0,1,
"Algorta. Piso en venta en urbanización privada de Aldapas. 82 m2. 2 habitaciones, 2 baños (uno en habitación principal), salón, cocina equipada y tendedero. Trastero comunitario. Todo exterior. Muy luminoso. ( El PVP indicado no incluye impuestos ni gastos de Escritura ).",Anuncio actualizado el 8 de enero,0,1,2,1,0,segunda mano/buen estado,1968,en trámite,planta 1ª exterior,,1,,,40018212,Piso,,,0,Getxo,Distrito Algorta," Calle Aldapa , Barrio Polígono Rojo-Aldapa , Distrito Algorta , Getxo , Gran Bilbao, Vizcaya ",Barrio Polígono Rojo-Aldapa,Calle Aldapa,"Gran Bilbao, Vizcaya",82,70,2019-03-25,sur,269800,0,2,0,0,0,
"145 metros construidos, aproximadamente 130 útiles en el corazón de Campuzano. Piso para entra a vivir recientemente reformado. La vivienda consta de hall de entrada. 3 habitaciones, la principal con baño y gran vestidor, salón con balcón y vistas a la Plaza Campuzano, segundo baño completo. Cocina de buen tamaño con despensa totalmente equipada. El precio incluye plaza de garaje de concesión municipal.",Anuncio actualizado el 26 de septiembre,0,1,2,0,0,segunda mano/buen estado,1960,no indicado,planta 2ª exterior,plaza de garaje incluida en el precio,0,,,39976930,Piso,,,1,Bilbao,Distrito Indautxu," , Barrio Campuzano , Distrito Indautxu , Bilbao , Gran Bilbao, Vizcaya ",Barrio Campuzano,,"Gran Bilbao, Vizcaya",145,130,2019-03-25,,720000,0,3,0,0,0,
