ad_description,ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,condition,construct_date,energetic_certif,floor,garage,garden,ground_size,heating,house_id,house_type,house_type2,kitchen,lift,loc_city,loc_district,loc_full,loc_neigh,loc_street,loc_zone,m2_real,m2_useful,obtention_date,orientation,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,unfurnished
"Piso en venta en el Barrio San Juan de Santurtzi. Tiene una superficie construida aproximada de 50 m² y consta de 2 habitaciones, sala de estar, cocina equipada y baño completo., , La vivienda es una tercera planta totalmente exterior. Dispone de toma de gas natural en la ventana. Se encuentra en muy buenas condiciones para entrar a vivir. Quedaría semi-amueblado., ,El edificio es de hormigón y se encuentra totalmente reformado (fachada, tejado y portal). Tiene la ITE pasada.",Anuncio actualizado el 30 de enero,0,0,1,0,0,segunda mano/buen estado,1960,,planta 3ª exterior,,0,,,84088996,Piso,,,0,Santurtzi,Distrito Barrio San Juan," , Distrito Barrio San Juan , Santurtzi , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",50,,2019-03-25,,78000,0,2,0,0,0,
"Piso para reformar en calle Santutxu todo exterior, con muchísima luz y vistas totalmente despejadas., , El piso se distribuye,  3 habitaciones dos de ellas con salida a un balcón con grandes ventanales,  salón comedor, cocina independiente  y un baño completo con bañera., , Los suelos necesitan barnizar y lijar,  las ventanas son de cristal sencillo, las puertas de sapelli, y las paredes lisas., , En cuanto al edificio te puedo contar que es de construcción de hormigón en perfecto estado de 1964 y tanto fachada como tejados,  patio y ascensores ya fueron rehabilitados., , A escasos metros de múltiples servicios como transportes, metro, comercios, ambulatorio, farmacias,  parques y colegios., ,Si quieres visitarlo no dudes en ponerte en contacto con nosotros ó visitar nuestra página web:.",Anuncio actualizado el 7 de febrero,0,0,1,0,0,segunda mano/para reformar,1964,,planta 4ª exterior,,0,,no dispone de calefacción,84097752,Piso,,,1,Bilbao,Distrito Begoña - Santutxu," , Barrio Santutxu-Basarrate , Distrito Begoña - Santutxu , Bilbao , Gran Bilbao, Vizcaya ",Barrio Santutxu-Basarrate,,"Gran Bilbao, Vizcaya",90,89,2019-03-25,,200000,0,3,0,0,1,
"Piso en venta en Zona Centro de Portugalete, en avenida Abaro. Tiene una superficie construida aproximada de 87 m² y consta de 3 habitaciones, salón, cocina equipada y baño completo., , La vivienda es un 2º piso, totalmente exterior y muy luminoso. Dispone de ascensor, calefacción de gas natural, armarios empotrados (2) y de un balcón a la calle principal. Se encuentra en muy buen estado para entrar a vivir., ,El edificio es de hormigón, totalmente reformado, con la ITE pasada y ubicado en el pleno centro de Portugalete.",Anuncio actualizado el 31 de enero,0,0,1,0,0,segunda mano/buen estado,1962,en trámite,planta 2ª exterior,,0,,,84104685,Piso,,,1,Portugalete,Distrito Buenavista," , Distrito Buenavista , Portugalete , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",87,,2019-03-25,norte,260000,0,3,0,0,1,
"Piso en venta en La Txitxarra de Santurtzi. Tiene una superficie construida aproximada de 85 m² y consta de 3 habitaciones, sal´ón comedor, cocina equipada y baño completo., , La vivienda es una 3ª planta semi exterior. Dispone de ascensor, calefacción de gas natural, camarote, hilo musical y armario empotrado en el dormitorio principal y en pasillo. Se ofrece la posibilidad de adquirir parcela de garaje y trastero opcionales (no incluidos en el precio). Se encuentra en muy buenas condiciones para entrar a vivir y quedaría semi-amueblado., ,El edificio es de hormigón, situado en una zona muy céntrica rodeado de comercios.",Anuncio actualizado el 1 de febrero,0,0,1,0,0,segunda mano/buen estado,1965,en trámite,planta 3ª,,0,,,84120436,Piso,,,1,Santurtzi,Distrito La Txitxarra - Murrieta - Parke Santurtzi," , Distrito La Txitxarra - Murrieta - Parke Santurtzi , Santurtzi , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",77,,2019-03-25,"sur, oeste",260000,0,3,1,0,0,
"Piso en venta en la zona de Buenavista de Portugalete. El portal de entrada se encuentra en la calle General Castaños. Tiene una superficie construida aproximada de 54 m² y consta de 2 habitaciones, sala de estar, cocina equipada y baño completo., , La vivienda es un 4º piso totalmente exterior. Dispone de balcón y un armario empotrado. Es un piso muy despejado, con vistas al mar y al monte. La cocina y el baño están nuevos y el resto se encuentra en buenas condiciones para entrar a vivir. Quedaría amueblado., ,El edificio es de hormigón, completamente arreglado (sin derramas).",Anuncio actualizado el 4 de febrero,0,0,1,0,0,segunda mano/buen estado,1968,,planta 4ª exterior,,0,,,84147158,Piso,,,0,Portugalete,Distrito Buenavista," , Distrito Buenavista , Portugalete , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",54,,2019-03-25,"norte, este",120000,0,2,0,0,1,
"Si lo que buscas es TRANQUILIDAD, BUENAS VISTAS, INDEPENDENCIA y CALIDAD DE VIDA.,¡Esta va a ser TU CASA,IMPRESIONANTE Chalet Independiente con Piscina y vistas al Mar en BARRIKA. ACCESO DIRECTO A LA PLAYA,Este chalet fue construido por sus propietarios hace 19 años, a capricho y con todo lujo de detalles. ,El chalet dispone de una parcela de 8000 metros cuadrados con piscina y ACCESO DIRECTO A LA PLAYA.,POSIBILIDAD DE SACAR DOS VIVIENDAS., Tiene una muy buena distribución ya que la totalidad de la vivienda se encuentra en la planta superior. ,Dispone de salón con chimenea de 60 metros, es el alma de la casa por un lado vemos el acceso a la vivienda y por el otro vemos la piscina y el inmenso mar, cocina con office y zona de lavandería, zona de servicio y 3 habitaciones con dos baños, cabe destacar que la habitación principal tiene zona de vestidor y amplio baño exterior con jacuzzi.,En la inferior, a la que se puede acceder desde el salón, la zona de servicio o incluso desde el exterior sin necesidad de subir o bajar escaleras, nos encontramos con otro salón, una habitación completa con armario, baño y zona de txoko con otra chimenea, precioso y equipado, toda esta planta tiene salida al porche trasero, piscina y jardín.,Garaje para 3 coches con puerta automática, barbacoa y trastero completan esta espectacular vivienda. ,VEN A VISITARLA, TE ENAMORARA.,Visita el tour virtual en el siguiente enlace: mundoinmobiliario. biz/Venta-Casa-Barrika-Barrika-990.",Anuncio actualizado el 25 de febrero,0,0,4,1,0,segunda mano/buen estado,1990,en trámite,2 plantas,plaza de garaje incluida en el precio,1,,,84143680, Casa o chalet independiente,casa o chalet independiente,,,Barrika,," , Barrika , Uribe-Butroe, Vizcaya ",,,"Uribe-Butroe, Vizcaya",8000,201,2019-03-25,,898000,0,5,1,1,0,
"Preciosa vivienda reformada en Otxarkoaga,  ideal como primera vivienda o inversión para alquilar inmediatamente., , 2 habitaciones (de origen eran 3), salón comedor, cocina equipada y amueblada y baño con plato de ducha y ventana de ventilación., , Completamente amueblada para entrar a vivir ya., , Armarios empotrados., , Calefacción individual a gas natural., , Edificio de hormigón con ascensor., , Completamente exterior., , Junto a todos los servicios del barrio y a menos de tres minutos de la parada de metro (línea3)., , Para más información consulta en nuestra página web:   , ,.",Anuncio actualizado el 12 de febrero,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,,0,,,84157387,Piso,,,1,Bilbao,Distrito Otxarkoaga - Txurdinaga," , Distrito Otxarkoaga - Txurdinaga , Bilbao , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",61,55,2019-03-25,,99000,0,2,0,0,0,
"Bonito piso en venta en la zona de Buenavista de Portugalete. Tiene una superficie construida aproximada de 83 m² y consta de 3 habitaciones, salón comedor, cocina equipada y baño completo., , La vivienda es un 5º y último piso, totalmente exterior y con impresionantes vistas al mar. Dispone de ascensor, calefacción de gas natural y despensa. Se encuentra en muy buenas condiciones para entrar a vivir y quedaría semi-amueblado., ,El edificio es de hormigón, completamente reformado (fachada ventilada, tejado y portal nuevos). Tiene pasada la ITE.",Anuncio actualizado el 8 de febrero,0,0,1,0,0,segunda mano/buen estado,1973,,planta 5ª exterior,,0,,,84188528,Piso,,,1,Portugalete,Distrito Buenavista," , Distrito Buenavista , Portugalete , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",83,,2019-03-25,"norte, este",250000,0,3,0,0,0,
"Piso en venta en el mismo Parque de Gernika de Santurtzi. Tiene una superficie construida aproximada de 83 m² y consta de 3 habitaciones, sala de estar, cocina equipada y baño completo., , La vivienda es un primer piso exterior. Dispone de un balcón a la calle, un amplio camarote de 7 m² y calefacción de gas natural. Se encuentra para reformar y quedaría amueblado., ,El edificio es de hormigón, ubicado junto a la boca de metro y autobús en zona completamente llana y en el pleno centro de Santurtzi.",Anuncio actualizado el 27 de febrero,0,0,1,0,0,segunda mano/para reformar,1967,,planta 1ª,,0,,,84201603,Piso,,,0,Santurtzi,Distrito Zona Centro," , Distrito Zona Centro , Santurtzi , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",83,,2019-03-25,,132000,0,3,0,0,1,
"Piso en venta en la zona de Las Viñas de Santurtzi. Tiene una superficie construida aproximada de 88 m² y consta de 3 habitaciones, salón comedor, cocina equipada y 2 baños completos., , La vivienda es un tercer piso, exterior y muy luminoso. Dispone de ascensor, calefacción de gas natural, balcón en la cocina, trastero de casi 9 m² y parcela de garaje en el mismo edificio. Todo ello incluido en el precio. Se encuentra en buenas condiciones para entrar a vivir., ,El edificio es de hormigón (1988) perfectamente conservado y ubicado en una zona completamente llana y despejada.",Anuncio actualizado el 11 de febrero,0,0,2,0,0,segunda mano/buen estado,1988,en trámite,planta 3ª,plaza de garaje incluida en el precio,0,,,84235351,Piso,,,1,Santurtzi,Distrito Mamariga," , Distrito Mamariga , Santurtzi , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",88,,2019-03-25,norte,230000,0,3,1,0,1,
"Piso para entrar a vivir, muy bien comunicado cerca de la linea 3 del metro y de todos los servicios y comercios., , Distribuido en 3 habitaciones, amplio salón, cocina totalmente equipada e independiente, 1 baño con bañera., , La vivienda es exterior y disfruta de mucha luz.   Dispone de calefacción Individual de Gas Natural, las puertas sapelli, los suelos tarima,  paredes y techos lisos y las ventanas de pvc con climalit., , El edificio es un edificio de  hormigón con ascensor sin barreras arquitectónicas, fachada  y tejados en buen estado.  , ,Si buscas un piso sin ruido y con mucha luz, ésta es tú casa,  no pierdas la oportunidad, llámame  y te lo enseño sin ningún compromiso o también puedes visitar nuestra página web.",Anuncio actualizado el 12 de febrero,0,0,1,1,0,segunda mano/buen estado,1962,en trámite,planta 3ª exterior,,0,,calefacción individual: gas natural,84247440,Piso,,,1,Bilbao,Distrito Otxarkoaga - Txurdinaga," , Distrito Otxarkoaga - Txurdinaga , Bilbao , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",63,58,2019-03-25,,135000,0,3,0,0,0,
"Piso en venta en la avenida Iparraguirre de Santurtzi, detrás de Capi. Tiene una superficie construida aproximada de 93 m² y consta de 3 habitaciones, sala de estar, cocina equipada y baño completo., , La vivienda es un 4º piso, exterior con balcón, muy luminoso con orientación Sur. Dispone de ascensor a cota cero, calefacción de gas natural y despensa. Se encuentra en buenas condiciones para entrar a vivir., ,El edificio es de hormigón y tiene la ITE hecha.",Anuncio actualizado el 13 de febrero,0,0,1,0,0,segunda mano/buen estado,1968,en trámite,planta 4ª,,0,,,84273315,Piso,,,1,Santurtzi,Distrito Capitán Mendizabal - La Sardinera," , Distrito Capitán Mendizabal - La Sardinera , Santurtzi , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",93,,2019-03-25,sur,185000,0,3,0,0,1,
"Piso en venta en pleno centro de Portugalete, en la intersección de Carlos VII y General Castaños. Tiene una superficie construida aproximada de 55 m² y consta de 2 habitaciones, sala de estar, cocina equipada y baño completo., , La vivienda es un 2º piso. Dispone de ascensor (4 personas), balcón en la sala y calefacción de gas natural. Se encuentra en buen estado para entrar a vivir., ,El edificio tiene estructura de madera y se encuentra completamente rehabilitado. Ubicado junto a parada de autobús y en el pleno centro de Portugalete.",Anuncio actualizado el 3 de marzo,0,0,1,0,0,segunda mano/buen estado,1926,en trámite,planta 2ª interior,,0,,,84326711,Piso,,,1,Portugalete,Distrito Casco Viejo - Muelle," , Distrito Casco Viejo - Muelle , Portugalete , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",55,,2019-03-25,,175000,0,2,0,0,1,
"Ubicada en una zona en plena regeneración, Kosta Zabala te ofrece una oportunidad única de invertir en tu nuevo hogar.,46 viviendas con garaje y trastero, a pocos minutos del centro de Bilbao. Junto a la nueva estación de Abando, y con excelentes comunicaciones por autobús, Metro Bilbao, Autopista y trenes de cercanías.,Viviendas 3 habitaciones desde 238.160 € + IVA,– Garaje y trastero incluidos en el precio,– Cocina totalmente equipada con electrodomésticos de primera calidad,– Armarios empotrados,– Puertas blindadas,– Persianas motorizadas,– Posibilidad de domótica (seguridad),– Cargador individual para coche eléctrico en cada parcela de garaje,– Elevado nivel de aislamiento acústico entre viviendas y con el exterior,– Viviendas ecoeficientes. Calificación energética: B,– Facilidades de pago,– Garantía de la inversión con aval bancario,- Primera promoción con cargador individual para coche eléctrico en cada parcela de garaje. ,Descubre Kosta Zabala y disfruta del máximo confort.,Cuando pienses en tu casa, piensa en Kosta Zabala. Bienvenido a tu nuevo hogar.,Kosta Zabala es una promoción de viviendas libres que se va a desarrollar en la calle Bruno Mauricio Zabala, números 10 y 12, en Bilbao. Un entorno urbano con un futuro ilusionante y atractivo. Una zona de gran desarrollo urbanístico, junto a la nueva estación del tren de alta velocidad, Abando, que discurre completamente soterrado liberando amplios espacios para el disfrute de los vecinos.,Una zona bien comunicada por autobús, Metro Bilbao, Autopista y tren de cercanías. Con los mejores servicios a un paso, para que tu vida sea más cómoda, cerca de colegios, polideportivos y supermercados.,Una oportunidad única de tener tu vivienda a un precio competitivo a escasos minutos del Centro De Bilbao.,Oficina comercial,• C/ Bruno Mauricio Zabala, 21,• De lunes a viernes de 11:30 a 17:00h y sábados de 10:30 a 13:30h."" , ""Ubicada en una zona en plena regeneración, Kosta Zabala te ofrece una oportunidad única de invertir en tu nuevo hogar.,46 viviendas con garaje y trastero, a pocos minutos del centro de Bilbao. Junto a la nueva estación de Abando, y con excelentes comunicaciones por autobús, Metro Bilbao, Autopista y trenes de cercanías.,Viviendas 3 habitaciones desde 238.160 € + IVA,– Garaje y trastero incluidos en el precio,– Cocina totalmente equipada con electrodomésticos de primera calidad,– Armarios empotrados,– Puertas blindadas,– Persianas motorizadas,– Posibilidad de domótica (seguridad),– Cargador individual para coche eléctrico en cada parcela de garaje,– Elevado nivel de aislamiento acústico entre viviendas y con el exterior,– Viviendas ecoeficientes. Calificación energética: B,– Facilidades de pago,– Garantía de la inversión con aval bancario,- Primera promoción con cargador individual para coche eléctrico en cada parcela de garaje. ,Descubre Kosta Zabala y disfruta del máximo confort.,Cuando pienses en tu casa, piensa en Kosta Zabala. Bienvenido a tu nuevo hogar.,Kosta Zabala es una promoción de viviendas libres que se va a desarrollar en la calle Bruno Mauricio Zabala, números 10 y 12, en Bilbao. Un entorno urbano con un futuro ilusionante y atractivo. Una zona de gran desarrollo urbanístico, junto a la nueva estación del tren de alta velocidad, Abando, que discurre completamente soterrado liberando amplios espacios para el disfrute de los vecinos.,Una zona bien comunicada por autobús, Metro Bilbao, Autopista y tren de cercanías. Con los mejores servicios a un paso, para que tu vida sea más cómoda, cerca de colegios, polideportivos y supermercados.,Una oportunidad única de tener tu vivienda a un precio competitivo a escasos minutos del Centro De Bilbao.,Oficina comercial,• C/ Bruno Mauricio Zabala, 21,• De lunes a viernes de 11:30 a 17:00h y sábados de 10:30 a 13:30h.",Anuncio actualizado el 20 de febrero,0,0,2,1,0,promoción de obra nueva,,,planta 1ª exterior,plaza de garaje incluida en el precio,0,,calefacción individual: gas natural,84357197,Piso,,,1,Bilbao,Distrito Ibaiondo," Calle Bruno Mauricio Zabala 10, 12 , Barrio Zabala , Distrito Ibaiondo , Bilbao , Gran Bilbao, Vizcaya ",Barrio Zabala,"Calle Bruno Mauricio Zabala 10, 12","Gran Bilbao, Vizcaya",107,93,2019-03-25,,285230,0,3,1,0,0,
"Ubicada en una zona en plena regeneración, Kosta Zabala te ofrece una oportunidad única de invertir en tu nuevo hogar.,46 viviendas con garaje y trastero, a pocos minutos del centro de Bilbao. Junto a la nueva estación de Abando, y con excelentes comunicaciones por autobús, Metro Bilbao, Autopista y trenes de cercanías.,Viviendas 3 habitaciones desde 238.160 € + IVA,– Garaje y trastero incluidos en el precio,– Cocina totalmente equipada con electrodomésticos de primera calidad,– Armarios empotrados,– Puertas blindadas,– Persianas motorizadas,– Posibilidad de domótica (seguridad),– Cargador individual para coche eléctrico en cada parcela de garaje,– Elevado nivel de aislamiento acústico entre viviendas y con el exterior,– Viviendas ecoeficientes. Calificación energética: B,– Facilidades de pago,– Garantía de la inversión con aval bancario,- Primera promoción con cargador individual para coche eléctrico en cada parcela de garaje. ,Descubre Kosta Zabala y disfruta del máximo confort.,Cuando pienses en tu casa, piensa en Kosta Zabala. Bienvenido a tu nuevo hogar.,Kosta Zabala es una promoción de viviendas libres que se va a desarrollar en la calle Bruno Mauricio Zabala, números 10 y 12, en Bilbao. Un entorno urbano con un futuro ilusionante y atractivo. Una zona de gran desarrollo urbanístico, junto a la nueva estación del tren de alta velocidad, Abando, que discurre completamente soterrado liberando amplios espacios para el disfrute de los vecinos.,Una zona bien comunicada por autobús, Metro Bilbao, Autopista y tren de cercanías. Con los mejores servicios a un paso, para que tu vida sea más cómoda, cerca de colegios, polideportivos y supermercados.,Una oportunidad única de tener tu vivienda a un precio competitivo a escasos minutos del Centro De Bilbao.,Oficina comercial,• C/ Bruno Mauricio Zabala, 21,• De lunes a viernes de 11:30 a 17:00h y sábados de 10:30 a 13:30h."" , ""Ubicada en una zona en plena regeneración, Kosta Zabala te ofrece una oportunidad única de invertir en tu nuevo hogar.,46 viviendas con garaje y trastero, a pocos minutos del centro de Bilbao. Junto a la nueva estación de Abando, y con excelentes comunicaciones por autobús, Metro Bilbao, Autopista y trenes de cercanías.,Viviendas 3 habitaciones desde 238.160 € + IVA,– Garaje y trastero incluidos en el precio,– Cocina totalmente equipada con electrodomésticos de primera calidad,– Armarios empotrados,– Puertas blindadas,– Persianas motorizadas,– Posibilidad de domótica (seguridad),– Cargador individual para coche eléctrico en cada parcela de garaje,– Elevado nivel de aislamiento acústico entre viviendas y con el exterior,– Viviendas ecoeficientes. Calificación energética: B,– Facilidades de pago,– Garantía de la inversión con aval bancario,- Primera promoción con cargador individual para coche eléctrico en cada parcela de garaje. ,Descubre Kosta Zabala y disfruta del máximo confort.,Cuando pienses en tu casa, piensa en Kosta Zabala. Bienvenido a tu nuevo hogar.,Kosta Zabala es una promoción de viviendas libres que se va a desarrollar en la calle Bruno Mauricio Zabala, números 10 y 12, en Bilbao. Un entorno urbano con un futuro ilusionante y atractivo. Una zona de gran desarrollo urbanístico, junto a la nueva estación del tren de alta velocidad, Abando, que discurre completamente soterrado liberando amplios espacios para el disfrute de los vecinos.,Una zona bien comunicada por autobús, Metro Bilbao, Autopista y tren de cercanías. Con los mejores servicios a un paso, para que tu vida sea más cómoda, cerca de colegios, polideportivos y supermercados.,Una oportunidad única de tener tu vivienda a un precio competitivo a escasos minutos del Centro De Bilbao.,Oficina comercial,• C/ Bruno Mauricio Zabala, 21,• De lunes a viernes de 11:30 a 17:00h y sábados de 10:30 a 13:30h.",Anuncio actualizado el 20 de febrero,0,0,2,1,0,promoción de obra nueva,,,planta 1ª exterior,plaza de garaje incluida en el precio,0,,calefacción individual: gas natural,84357167,Piso,,,1,Bilbao,Distrito Ibaiondo," Calle Bruno Mauricio Zabala 10, 12 , Barrio Zabala , Distrito Ibaiondo , Bilbao , Gran Bilbao, Vizcaya ",Barrio Zabala,"Calle Bruno Mauricio Zabala 10, 12","Gran Bilbao, Vizcaya",104,90,2019-03-25,,273830,0,3,1,0,0,
"Ubicada en una zona en plena regeneración, Kosta Zabala te ofrece una oportunidad única de invertir en tu nuevo hogar.,46 viviendas con garaje y trastero, a pocos minutos del centro de Bilbao. Junto a la nueva estación de Abando, y con excelentes comunicaciones por autobús, Metro Bilbao, Autopista y trenes de cercanías.,Viviendas 3 habitaciones desde 238.160 € + IVA,– Garaje y trastero incluidos en el precio,– Cocina totalmente equipada con electrodomésticos de primera calidad,– Armarios empotrados,– Puertas blindadas,– Persianas motorizadas,– Posibilidad de domótica (seguridad),– Cargador individual para coche eléctrico en cada parcela de garaje,– Elevado nivel de aislamiento acústico entre viviendas y con el exterior,– Viviendas ecoeficientes. Calificación energética: B,– Facilidades de pago,– Garantía de la inversión con aval bancario,- Primera promoción con cargador individual para coche eléctrico en cada parcela de garaje. ,Descubre Kosta Zabala y disfruta del máximo confort.,Cuando pienses en tu casa, piensa en Kosta Zabala. Bienvenido a tu nuevo hogar.,Kosta Zabala es una promoción de viviendas libres que se va a desarrollar en la calle Bruno Mauricio Zabala, números 10 y 12, en Bilbao. Un entorno urbano con un futuro ilusionante y atractivo. Una zona de gran desarrollo urbanístico, junto a la nueva estación del tren de alta velocidad, Abando, que discurre completamente soterrado liberando amplios espacios para el disfrute de los vecinos.,Una zona bien comunicada por autobús, Metro Bilbao, Autopista y tren de cercanías. Con los mejores servicios a un paso, para que tu vida sea más cómoda, cerca de colegios, polideportivos y supermercados.,Una oportunidad única de tener tu vivienda a un precio competitivo a escasos minutos del Centro De Bilbao.,Oficina comercial,• C/ Bruno Mauricio Zabala, 21,• De lunes a viernes de 11:30 a 17:00h y sábados de 10:30 a 13:30h."" , ""Ubicada en una zona en plena regeneración, Kosta Zabala te ofrece una oportunidad única de invertir en tu nuevo hogar.,46 viviendas con garaje y trastero, a pocos minutos del centro de Bilbao. Junto a la nueva estación de Abando, y con excelentes comunicaciones por autobús, Metro Bilbao, Autopista y trenes de cercanías.,Viviendas 3 habitaciones desde 238.160 € + IVA,– Garaje y trastero incluidos en el precio,– Cocina totalmente equipada con electrodomésticos de primera calidad,– Armarios empotrados,– Puertas blindadas,– Persianas motorizadas,– Posibilidad de domótica (seguridad),– Cargador individual para coche eléctrico en cada parcela de garaje,– Elevado nivel de aislamiento acústico entre viviendas y con el exterior,– Viviendas ecoeficientes. Calificación energética: B,– Facilidades de pago,– Garantía de la inversión con aval bancario,- Primera promoción con cargador individual para coche eléctrico en cada parcela de garaje. ,Descubre Kosta Zabala y disfruta del máximo confort.,Cuando pienses en tu casa, piensa en Kosta Zabala. Bienvenido a tu nuevo hogar.,Kosta Zabala es una promoción de viviendas libres que se va a desarrollar en la calle Bruno Mauricio Zabala, números 10 y 12, en Bilbao. Un entorno urbano con un futuro ilusionante y atractivo. Una zona de gran desarrollo urbanístico, junto a la nueva estación del tren de alta velocidad, Abando, que discurre completamente soterrado liberando amplios espacios para el disfrute de los vecinos.,Una zona bien comunicada por autobús, Metro Bilbao, Autopista y tren de cercanías. Con los mejores servicios a un paso, para que tu vida sea más cómoda, cerca de colegios, polideportivos y supermercados.,Una oportunidad única de tener tu vivienda a un precio competitivo a escasos minutos del Centro De Bilbao.,Oficina comercial,• C/ Bruno Mauricio Zabala, 21,• De lunes a viernes de 11:30 a 17:00h y sábados de 10:30 a 13:30h.",Anuncio actualizado el 20 de febrero,0,0,2,1,0,promoción de obra nueva,,,planta 1ª exterior,plaza de garaje incluida en el precio,0,,calefacción individual: gas natural,84357171,Piso,,,1,Bilbao,Distrito Ibaiondo," Calle Bruno Mauricio Zabala 10, 12 , Barrio Zabala , Distrito Ibaiondo , Bilbao , Gran Bilbao, Vizcaya ",Barrio Zabala,"Calle Bruno Mauricio Zabala 10, 12","Gran Bilbao, Vizcaya",90,78,2019-03-25,,238160,0,3,1,0,0,
"Piso en venta en la zona de Repélega de Portugalete. Tiene una superficie construida aproximada de 98 m² y consta de 3 habitaciones, salón comedor, cocina equipada y 2 baños completos., , La vivienda es un 4º piso, exterior y muy luminoso con orientación Sur. Dispone de ascensor, calefacción de gas natural, balcón a la calle, un camarote de 21 m² y una de las habitaciones transformada en vestidor. Se encuentra con una reforma reciente y moderna y quedaría completamente amueblada., ,El edificio es de hormón y se encuentra ubicado en el centro de Repélega, con todos los servicios alrededor.",Anuncio actualizado el 5 de marzo,0,0,2,0,0,segunda mano/buen estado,1974,,planta 4ª,,0,,,84368618,Piso,,,1,Portugalete,Distrito Azeta - Abatxolo," , Distrito Azeta - Abatxolo , Portugalete , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",98,,2019-03-25,sur,270000,0,3,0,0,1,
"Se vende vivienda tipo duplex en el Casco Viejo de Bilbao,   junto al metro de Unamuno para entrar a vivir en buen estado., , En la Planta baja tenemos un hall con gabanero, 2 habitaciones, salón comedor con un balcón corrido y balcón, cocina equipada y 2 baños (uno con bañera y otro con plato de ducha incorporado en el dormitorio principal)., , Planta de arriba: un pequeño hall, 1 habitación otro baño con bañera y un trastero abuhardillado. La vivienda también tiene un camarote de 42.40m² con sus tomas de luz, agua y gas unido a la vivienda., , Dispone de calefacción de gas individual, los suelos de madera de elondo en muy buen estado y las puertas en sapelly, las ventanas con doble acristalamiento., , En cuanto al edificio, se trata de una construcción relativamente nueva,   de hormigón con ascensor., ,Si buscas un piso soleado, en calle buena y al lado de la boca del metro y  de todos los servicios que te ofrece el casco viejo de Bilbao, no dudes en ponerte en contacto con nosotros o bien visitar nuestra página web www. artea-inmo-com.",Anuncio actualizado el 6 de marzo,0,0,3,0,0,segunda mano/buen estado,1994,en trámite,planta 4ª exterior,,0,,,30665768,Dúplex,,,1,Bilbao,Distrito Casco Viejo," , Distrito Casco Viejo , Bilbao , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",193,167,2019-03-25,,660000,0,3,0,0,1,
"Inmobiliaria Metrópolis les presenta este piso en Santutxu con vistas impresionantes y con muy buena orientación, a tres fachadas, totalmente exterior y en edificio de hormigón.,Está distribuido en tres habitaciones, sala amplia, cocina equipada con electrodomésticos y baño completo con ducha.,Las ventanas son de p. v. c climalit de doble acristalamiento, suelos de tarima de eucalipto, y calefacción de gas natural.,Se trata de un piso muy luminoso dispone de ascensor y plataforma elevadora.,El portal está reformado.,Buena zona, muy cerca de la salida del ascensor del metro de Basarrate y de la parada de autobús de Bilbobus, a escasos minutos del polideportivo de Txurdinaga.,Contamos con todo tipo de establecimientos necesarios y zonas de comercio, colegios, centros médicos y culturales., ¡Oportunidad! Ven a visitarlo sin compromiso. ,Estamos en Viuda de Epalza nº2- local 2. Enfrente del Arenal, junto a la Iglesia San Nicolás.",Anuncio actualizado el 6 de marzo,0,1,1,0,0,segunda mano/buen estado,1966,en trámite,planta 3ª exterior,,0,,calefacción individual: gas natural,84493337,Piso,,,1,Bilbao,Distrito Begoña - Santutxu," Calle azurleku , Barrio Santutxu-Basarrate , Distrito Begoña - Santutxu , Bilbao , Gran Bilbao, Vizcaya ",Barrio Santutxu-Basarrate,Calle azurleku,"Gran Bilbao, Vizcaya",72,60,2019-03-25,"sur, este, oeste",170000,0,3,0,0,1,
"3 dormitorios, salón, cocina y 2 baños. Parcela de garaje incluida.,En perfecto estado. Muy luminoso. Vistas despejadas.",Anuncio actualizado el 6 de marzo,0,0,2,1,0,segunda mano/buen estado,,en trámite,planta 7ª exterior,plaza de garaje incluida en el precio,0,,calefacción individual: gas natural,84557768,Piso,,,1,Barakaldo,Distrito Lasesarre," Murrieta , Distrito Lasesarre , Barakaldo , Gran Bilbao, Vizcaya ",Murrieta,,"Gran Bilbao, Vizcaya",80,,2019-03-25,,249000,0,3,0,0,0,
